CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-01-0176-46,01-301,CIUDAD CAPITAL,ZONA ,INSTITUTO NACIONAL DE BACHILLERATO EN COMPUTACION,3A CALLE 15-45,['222022230'],LUCRECIA MARISOL CERMENO GONZALEZ,FREDY HUMBERTO GONZALEZ SANTISTEBAN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0178-46,01-403,CIUDAD CAPITAL,ZONA ,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,10A. AVENIDA 9-42,['223209140'],CARLOS HUMBERTO GONZALEZ DE LEON,ESWIN NOE ROSALES LOPEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,GUATEMALA
00-01-0179-46,01-403,CIUDAD CAPITAL,ZONA ,ESCUELA NORMAL PARA MAESTROS DE EDUCACION MUSICAL JESUS MARIA ALVARADO,"10A. AVENIDA 2-24,",['580683680'],CARLOS HUMBERTO GONZALEZ DE LEON,JULIO CESAR SANTOS CAMPOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,DIARIO,GUATEMALA
00-01-0180-46,01-403,CIUDAD CAPITAL,ZONA ,ESCUELA NACIONAL DE ADMINISTRACION PUBLICA LIC MANUEL GREGORIO LOPEZ SANTIAGO,9A CALLE 2-36,['422018370'],CARLOS HUMBERTO GONZALEZ DE LEON,JULIO ERNESTO GONZALEZ HERNANDEZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,GUATEMALA
00-01-0183-46,01-312,CIUDAD CAPITAL,ZONA ,INSTITUTO NORMAL CASA CENTRAL,1A AVE. 13-63,['223846840'],AMADO SALOMON FLORES PEREZ,SILVIA LETICIA PEREN POYON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0186-46,01-315,CIUDAD CAPITAL,ZONA ,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCIN,3A. CALLE 7-64,['223294060'],AURA MARINA GARRIDO MORALES,ELUBIA ANAYTE SIGUENZA MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0191-46,01-318,CIUDAD CAPITAL,ZONA ,INSTITUTO MIXTO COACTEMALAN,11 CALLE 10-43,['223255220'],LESLIE AZUCENA MONZON TECUN,NANCY ALEIDA BANCES AREVALO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0192-46,01-301,CIUDAD CAPITAL,ZONA ,INSTITUTO PROFESIONAL DE TCNICAS COMERCIALES ESPECIALIZADAS IPTCE,7A AVE. 3-48,['223207330'],LUCRECIA MARISOL CERMENO GONZALEZ,MARTA JOSEFINA LARA PANIAGUA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0197-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,['544529510'],CARLOS HUMBERTO GONZALEZ DE LEON,ELUBIA ANAYTE SIGUENZA MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0202-46,01-312,CIUDAD CAPITAL,ZONA ,INSTITUTO MIXTO MIGUEL DE CERVANTES,10ª. CALLE 1-47,['245938600'],AMADO SALOMON FLORES PEREZ,CARLOS RENE ESCOBAR MONTENEGRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0204-46,01-301,CIUDAD CAPITAL,ZONA ,INSTITUTO NACIONAL DE BACHILLERATO ADSC AL INCA,1A CALLE 2-64,['223231140'],LUCRECIA MARISOL CERMENO GONZALEZ,INGRID MARIELA ESPINA ORELLANA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0205-46,01-317,CIUDAD CAPITAL,ZONA ,INSTITUTO NORMAL CENTRAL PARA SEORITAS BELEN,11 AVE. 12-20,['223296090'],MARIANO DOMINGO ESTRADA TELETOR,ELSA CORALIA LEON BARRIOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0206-46,01-307,CIUDAD CAPITAL,ZONA ,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,"9A CALLE 2-36,",['223264220'],NORMA ARACELY PALOMO FRANCO DE DIAZ,EVA ANGELINA RAMIREZ IXCAMPARIJ DE RAMIREZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0207-46,01-307,CIUDAD CAPITAL,ZONA ,INSTITUTO NORMAL MIXTO RAFAEL AQUECHE,9A CALLE 2-36,['225332740'],NORMA ARACELY PALOMO FRANCO DE DIAZ,FREDY AMILCAR CRUZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0208-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO NORMAL MIXTO NOCTURNO,9A AVE. 9-27,['556968900'],CARLOS HUMBERTO GONZALEZ DE LEON,SANTOS PALMA CONTRERAS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,GUATEMALA
00-01-0210-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO CATOLICO SAN PABLO,14 CALLE A 2-41,['223050240'],LESLIE AZUCENA MONZON TECUN,EDGAR VINICIO PALENCIA PACHECO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0212-46,01-307,CIUDAD CAPITAL,ZONA ,COLEGIO SALESIANO DON BOSCO,26 CALLE 2-46 GUATEMALA,['224651170'],NORMA ARACELY PALOMO FRANCO DE DIAZ,MANUEL VICENTE GUERRA DUARTE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0218-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNOLOGICO GUATEMALA DE LA ASUNCION,3A. CALLE 7-64,['544529510'],CARLOS HUMBERTO GONZALEZ DE LEON,ELUBIA ANAYTE SIGUENZA MONTERROSO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0220-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO FRANCES,5A AVE. 9-80,['225167280'],AMADO SALOMON FLORES PEREZ,ANA MARIA ESTRADA RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0222-46,01-317,CIUDAD CAPITAL,ZONA ,COLEGIO SANTA MONICA,10A CALLE 11-41,['223291210'],MARIANO DOMINGO ESTRADA TELETOR,MARTHA MIRIELA LEMUS AROCHE,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0223-46,01-312,CIUDAD CAPITAL,ZONA ,COLEGIO EL ROSARIO,15 CALLE A 2-74,['223203610'],AMADO SALOMON FLORES PEREZ,TERESITA BEATRIZ HARANZEN QUINTEROS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0224-46,01-312,CIUDAD CAPITAL,ZONA ,INSTITUTO DE EDUCACION DIVERSIFICADA COLEGIO EUROPEO,11 CALLE 3-38,['223255120'],AMADO SALOMON FLORES PEREZ,---,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0225-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO COMERCIAL GUATEMALTECO,10A CALLE 11-44,['225348240'],LESLIE AZUCENA MONZON TECUN,CHARLOTTE ANN AFRE PYATT,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0226-46,01-317,CIUDAD CAPITAL,ZONA ,COLEGIO BELGA GUATEMALTECO,9A CALLE 10-38,['231483000'],MARIANO DOMINGO ESTRADA TELETOR,MARIA TERESA RIVERA CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0238-46,01-110,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLGICO DE COMPUTACION ITC,2A CALLE 11-65,['222000600'],ZUHILEM YESENIA ESTRADA ORTIZ,DULCE MARIA CHINCHILLA GODOY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0240-46,01-312,CIUDAD CAPITAL,ZONA ,INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,8A CALLE 2-46,['225001320'],AMADO SALOMON FLORES PEREZ,DORA BEATRIZ CASTILLO DE LA CRUZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0243-46,01-318,CIUDAD CAPITAL,ZONA ,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A CALLE 12-46,['223206830'],LESLIE AZUCENA MONZON TECUN,PATRICIA LORENA LIDIA GIDI DAVID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0247-46,01-317,CIUDAD CAPITAL,ZONA ,INSTITUTO PARTICULAR MIXTO JOSE MARTI,8A CALLE 12-41,['225390530'],MARIANO DOMINGO ESTRADA TELETOR,REGINA CORALIA GARCIA CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0248-46,01-312,CIUDAD CAPITAL,ZONA ,COLEGIO EL CAMINO,10A CALLE 11-46,['225112730'],AMADO SALOMON FLORES PEREZ,ALAN JEFFREY BRENNER SANTIZO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0249-46,01-318,CIUDAD CAPITAL,ZONA ,LICEO MONTESSORI,7A CALLE 12-51,['225360870'],LESLIE AZUCENA MONZON TECUN,KAREN DIANNE SIERRA PAREDES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0250-46,99-001,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO MONTSERRAT,15 AVE. 2-63,['225303720'],SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0251-46,01-301,CIUDAD CAPITAL,ZONA ,LICEO MERCANTIL,12 AVE. 12-31,['223843300'],LUCRECIA MARISOL CERMENO GONZALEZ,BRENDA SOFIA SOTO MIRANDA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0254-46,01-301,CIUDAD CAPITAL,ZONA ,COLEGIO MIXTO INDO LATINO,4A AVE. 13-35,['223803380'],LUCRECIA MARISOL CERMENO GONZALEZ,SONIA ESTELA RAMIREZ MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0261-46,01-312,CIUDAD CAPITAL,ZONA ,INSTITUTO DE EDUCACION DIVERSIFICADA RAFAEL LANDIVAR,8A CALLE 2-46,['225001320'],AMADO SALOMON FLORES PEREZ,DORA BEATRIZ CASTILLO DE LA CRUZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0273-46,01-401,CIUDAD CAPITAL,ZONA ,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA HUMANIDADES,10A CALLE 2-37,['223839600'],IXMUCANE ALDANA VILLAVICENCIO,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,GUATEMALA
00-01-0281-46,01-316,CIUDAD CAPITAL,ZONA ,CENTRO CULTURAL DE LAS AMERICAS NO 3,2A. AVENIDA 12-23,['223218940'],CARLOS HUMBERTO GONZALEZ DE LEON,BRENDA PAOLA GONZALEZ RECINOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0309-46,01-301,CIUDAD CAPITAL,ZONA ,COLEGIO DE INNOVACIN TECNOLGICA EDUCATIVA CITE,13 CALLE 3-23,['225102480'],LUCRECIA MARISOL CERMENO GONZALEZ,MYRNA GUDELIA BANTES GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0318-46,01-317,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 2,2A. CALLE 7-11,['222056870'],MARIANO DOMINGO ESTRADA TELETOR,MARIA ISABEL POLANCO PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0323-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 2,2A. CALLE 7-11,['222056870'],CARLOS HUMBERTO GONZALEZ DE LEON,MARIA ISABEL POLANCO PAZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0339-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO INTERNACIONAL CAMBRIDGE CIS,3A. AVENIDA A 3-28,['575294600'],LESLIE AZUCENA MONZON TECUN,MARIA CRISTINA GEREDA AREVALO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0343-46,01-403,CIUDAD CAPITAL,ZONA ,CENTRO CULTURAL DE LAS AMERICAS NO 3,2A. AVENIDA 12-23,['223255260'],CARLOS HUMBERTO GONZALEZ DE LEON,HUGO VALDEMAR RIVAS MORALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0353-46,01-307,CIUDAD CAPITAL,ZONA ,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,['222014540'],NORMA ARACELY PALOMO FRANCO DE DIAZ,RITA CAROLINA TEJEDA MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0354-46,01-307,CIUDAD CAPITAL,ZONA ,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,['222014540'],NORMA ARACELY PALOMO FRANCO DE DIAZ,RITA CAROLINA TEJEDA MARTINEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0364-46,01-106,CIUDAD CAPITAL,ZONA ,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,8A. CALLE 12-46,['223206830'],CESAR ARNOLDO MARTINEZ GARCIA,PATRICIA LORENA LIDIA GIDI DAVID,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0366-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO PARTICULAR MIXTO CIENCIA Y DESARROLLO,10 CALLE 3-15,['361178810'],CARLOS HUMBERTO GONZALEZ DE LEON,MYRIAM JEANNETTE CIFUENTES ORTIZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0368-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNOLGICO MAYA DE GUATEMALA,9 CALLE 3-72,['223220250'],CARLOS HUMBERTO GONZALEZ DE LEON,EDGAR AROLDO ELIAS GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0376-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,['222014540'],CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0377-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,12 CALLE 10-37,['222014540'],CARLOS HUMBERTO GONZALEZ DE LEON,SILVIA SUSANA SALAZAR SOTO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0380-46,01-312,CIUDAD CAPITAL,ZONA ,CENTRO INTERCULTURAL DE COMPUTACION Y TURISMO CICT,11 CALLE 1-56,['223267320'],AMADO SALOMON FLORES PEREZ,MARIBEL ALEJANDRINA VALENZUELA GUZMAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0388-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO DE INNOVACIN TECNOLGICA EDUCATIVA CITE,13 CALLE 3-23,['225102480'],CARLOS HUMBERTO GONZALEZ DE LEON,MYRNA GUDELIA BANTES GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0398-46,01-403,CIUDAD CAPITAL,ZONA ,COLEGIO TECNOLOGICO LA MISION,4A. AVENIDA 9-65,['553364470'],CARLOS HUMBERTO GONZALEZ DE LEON,MARIO ADOLFO ROMERO REYES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0437-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,['223837330'],AMADO SALOMON FLORES PEREZ,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0440-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,['223837330'],CARLOS HUMBERTO GONZALEZ DE LEON,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0441-46,01-627,CIUDAD CAPITAL,ZONA ,LICEO MULTICULTURAL GUATEMALTECO,9A. CALLE 3-40,['225303150'],ISAURA AMPARO RECINOS CARRILLO,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0448-46,01-312,CIUDAD CAPITAL,ZONA ,INSTITUTO TECNOLOGICO MIXTO VOCACIONAL CENTROAMERICANO BILINGUE,12A CALLE A 2-18,['223813380'],AMADO SALOMON FLORES PEREZ,JULIO CASTELLANOS BOBADILLA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0451-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO PROFESIONAL SANTANDER,2DA. AVENIDA 8-27,['581664160'],CARLOS HUMBERTO GONZALEZ DE LEON,JORGE ABRAHAM CAMEY PRETZANCIN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0456-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO CULTURAL ESPAOL,4A. AVENIDA 3-56,['302585500'],AMADO SALOMON FLORES PEREZ,ELDER ALCIDES REGALADO LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0458-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO CULTURAL ESPAOL,4A. AVENIDA 3-56,['223827230'],CARLOS HUMBERTO GONZALEZ DE LEON,ELDER ALCIDES REGALADO LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0460-46,01-627,CIUDAD CAPITAL,ZONA ,LICEO CULTURAL ESPAOL,4A. AVENIDA 3-56,['223827230'],ISAURA AMPARO RECINOS CARRILLO,ELDER ALCIDES REGALADO LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0462-46,01-312,CIUDAD CAPITAL,ZONA ,CENTRO TECNOLGICO DA VINCI,10A. CALLE 9-52,['223820380'],AMADO SALOMON FLORES PEREZ,MARIA TERESA YON DE RENDON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0470-46,01-627,CIUDAD CAPITAL,ZONA ,CENTRO TECNOLGICO DA VINCI,10A. CALLE 9-52,['223820380'],ISAURA AMPARO RECINOS CARRILLO,MARIA TERESA YON DE RENDON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA
00-01-0479-46,01-312,CIUDAD CAPITAL,ZONA ,COLEGIO TECNICO PROGRESISTA -CETECPRO-,2A. AVENIDA 3-59,['225127590'],AMADO SALOMON FLORES PEREZ,IRMA AMPARO TOLEDO HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0482-46,01-627,CIUDAD CAPITAL,ZONA ,CENTRO EDUCATIVO MIXTO MONTENEVADO,3A AVENIDA 10-29,['223812930'],ISAURA AMPARO RECINOS CARRILLO,SILVIA MARLENI ALVARADO GUARDADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0487-46,01-315,CIUDAD CAPITAL,ZONA ,COLEGIO MARTA NOVELLA,7A. AVENIDA 11-67,['587717660'],AURA MARINA GARRIDO MORALES,HERBERT ANGEL ALVAREZ CONTRERAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0499-46,01-312,CIUDAD CAPITAL,ZONA ,COLEGIO EL EMILIO,2A. CALLE 6-77,['225320800'],AMADO SALOMON FLORES PEREZ,ANTONIO ROMAN LOPEZ ESCOBAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0506-46,01-312,CIUDAD CAPITAL,ZONA ,CENTRO DE ESTUDIOS WINBRIDGE,8A. CALLE 2-40,['221464000'],AMADO SALOMON FLORES PEREZ,GILDA NOEMI SOSA HURTADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0508-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,6A. AVENIDA 18-23,['223229120'],CARLOS HUMBERTO GONZALEZ DE LEON,MARCO ANTONIO CASTANEDA FLORES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0509-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO PARA VARONES SAN SEBASTIAN,2A. CALLE 6-56,['225366020'],LESLIE AZUCENA MONZON TECUN,EDGAR ROLANDO MARROQUIN AMADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0516-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO MULTICULTURAL GUATEMALTECO,"9A, CALLE 3-40",['225303150'],AMADO SALOMON FLORES PEREZ,JOSE RICARDO REYES MORA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0520-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO MONTE SINA,3A. AVE. 7-34,['562898970'],CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL ROBEDDI VALLAR TORRES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA
00-01-0521-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO MONTE SINA,3A. AVE. 7-34,['562898970'],CARLOS HUMBERTO GONZALEZ DE LEON,ISABEL ROBEDDI VALLAR TORRES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA
00-01-0524-46,01-312,CIUDAD CAPITAL,ZONA ,LICEO MONTE SINA,3A. AVE. 7-34,['562898970'],AMADO SALOMON FLORES PEREZ,ISABEL ROBEDDI VALLAR TORRES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0527-46,01-317,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 3,8A. CALLE 0-62,['225187740'],MARIANO DOMINGO ESTRADA TELETOR,MELINA ELIZABETH GONZALEZ ROSALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0532-46,01-403,CIUDAD CAPITAL,ZONA ,LICEO HISPANOAMERICANO NO 3,8A. CALLE 0-62,['225187740'],CARLOS HUMBERTO GONZALEZ DE LEON,MELINA ELIZABETH GONZALEZ ROSALES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,GUATEMALA
00-01-0534-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO GUILLERMO PUTZEYS LVAREZ,11 CALLE 3-59,['246377770'],CARLOS HUMBERTO GONZALEZ DE LEON,JOSE RODERICO TELLO TELLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA
00-01-0541-46,01-312,CIUDAD CAPITAL,ZONA ,COLEGIO EL CAMINO,10A. CALLE 11-46,['225112730'],AMADO SALOMON FLORES PEREZ,ALAN JEFFREY BRENNER SANTIZO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0562-46,01-316,CIUDAD CAPITAL,ZONA ,COLEGIO TECNOLGICO CENTRO CULTURAL DE LAS AMRICAS,8A. CALLE 0-30,['223842170'],CARLOS HUMBERTO GONZALEZ DE LEON,JESUS SAMAYOA ARAGON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,GUATEMALA
00-01-0563-46,01-318,CIUDAD CAPITAL,ZONA ,LICEO CANADIENSE,11 CALLE 1-53,['237500550'],LESLIE AZUCENA MONZON TECUN,ADA LUCRECIA MIJANGOS TEO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0564-46,01-403,CIUDAD CAPITAL,ZONA ,INSTITUTO GUILLERMO PUTZEYS LVAREZ,11 CALLE 3-59,['246377770'],CARLOS HUMBERTO GONZALEZ DE LEON,ANA ISABEL TELLO SAENZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
00-01-0565-46,01-318,CIUDAD CAPITAL,ZONA ,COLEGIO INTEGRAL SAN JUAN,9A. CALLE 3-40,['225339370'],LESLIE AZUCENA MONZON TECUN,SILVIA PATRICIA RAMOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,GUATEMALA
00-01-0567-46,01-317,CIUDAD CAPITAL,ZONA ,ESCUELA NORMAL PARA MAESTROS DE EDUCACIN MUSICAL JESS MARA ALVARADO,2A. CALLE 4-04,['225166510'],MARIANO DOMINGO ESTRADA TELETOR,SONIA CONCEPCION LOPEZ MUNOZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,GUATEMALA
