CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
22-01-0300-46,22-037,JUTIAPA,JUTIAPA,COLEGIO PARA TRABAJADORES PROF CARLOS ARMANDO CMBARA GARCA,"ENTRADA AL COMPLEJO EDUCATIVO, 0-16 ZONA 3",['582514490'],SANDRA NINNETH BONILLA ARCHILA,EDGAR ARNULFO GONZALEZ GUDIEL,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0302-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TCNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0304-46,22-003,JUTIAPA,JUTIAPA,COLEGIO NUEVOS HORIZONTES,"CASERÍO VILLA HERMOSA, CANTÓN POTRERO GRANDE",['330140430'],REMBERTO RECINOS SARCENO,ESTRELLITA NORICELDA RAMIREZ CABRERA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0305-46,22-013,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",['468632730'],RONY ESMELTZER RAMOS QUINONEZ,JESSICA IVETH AVILA ARCHILA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0306-46,22-001,JUTIAPA,JUTIAPA,CENTRO DE ESTUDIOS DIVERSIFICADOS -CED- JUTIAPA,ALDEA LAS CRUCITAS,['415897570'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ANA MARIA SANDOVAL MORAN,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0310-46,22-003,JUTIAPA,JUTIAPA,LICEO EDUCATIVO INNOVADOR LEISAR,"7A. AVENIDA 5-24, BARRIO EL CHAPARRON, ZONA 3,",['784410310'],REMBERTO RECINOS SARCENO,REGNIER ANTONIO VELASQUEZ DONIS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0312-46,22-037,JUTIAPA,JUTIAPA,LICEO EDUCATIVO INNOVADOR LEISAR,"7A. AVENIDA 5-24, BARRIO EL CHAPARRON, ZONA 3,",['784410310'],SANDRA NINNETH BONILLA ARCHILA,REGNIER ANTONIO VELASQUEZ DONIS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0314-46,22-037,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,['418751340'],SANDRA NINNETH BONILLA ARCHILA,INGRID CAROL JUAREZ DOMINGUEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0320-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0321-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-0328-46,22-001,JUTIAPA,JUTIAPA,COLEGIO GUATEMALA,CALLEJON GARCIA GRANADOS 1-16 ZONA 1,['555818400'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,EBA CANDELARIA LEMUS RAMOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0329-46,22-013,JUTIAPA,JUTIAPA,LICEO ORIENTAL,"KILOMETRO 116 CARRETERA INTERAMERICANA, ALDEA CERRO GORDO",['421981130'],RONY ESMELTZER RAMOS QUINONEZ,ERIKA MARINA ORDONEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0334-46,22-003,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACIN ECCO II,"6A. CALLE 11-29 ZONA 4 EN RESIDENCIALES SAN VICENTE, BARRIO EL CHAPARRON",['784402280'],REMBERTO RECINOS SARCENO,NANCY PAOLA MARTINEZ MEDRANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0335-46,22-003,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACIN ECCO II,"6A. CALLE 11-29 ZONA 4 EN RESIDENCIALES SAN VICENTE, BARRIO EL CHAPARRON",['784402280'],REMBERTO RECINOS SARCENO,NANCY PAOLA MARTINEZ MEDRANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0336-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO GNESIS,"08 CALLE 7-33 ZONA 3, BARRIO EL CHAPARRON",['784461780'],REMBERTO RECINOS SARCENO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0337-46,22-024,JUTIAPA,JUTIAPA,INSTITUTO DE EDUCACIN DIVERSIFICADA POR COOPERATIVA,ALDEA CIUDAD PEDRO ALVARADO,['541257880'],CARLOS OBDULIO OROZCO REYES,CLAUDIA PATRICIA DAVILA RAMIREZ,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0338-46,22-001,JUTIAPA,JUTIAPA,LICEO JUTIAPA,"4A. CALLE 1-53 ZONA 1, JUTIAPA, JUTIAPA.",['784410080'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,HELIN BETZAIDA FLORES ALEJANDRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-0340-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO GENESIS,"7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARRON",['784461780'],REMBERTO RECINOS SARCENO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-0342-46,22-001,JUTIAPA,JUTIAPA,COLEGIO SAN FRANCISCO,"2A. CALLE 5-98 ZONA 3, BARRIO LA FEDERAL",['784403000'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MONICA VICTORIA VELASQUEZ CORADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0350-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO EBEN EZER,7MA. CALLE Y 8VA. AVENIDA 7-49 ZONA 3,['300850460'],REMBERTO RECINOS SARCENO,FIBI JUDITH LEMUS HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,JUTIAPA
22-01-0354-46,22-003,JUTIAPA,JUTIAPA,COLEGIO TECNICO PROFESIONAL SAN CRISTOBAL,"5TA. AVENIDA 7-35 ZONA 1, BARRIO LATINO",['784415300'],REMBERTO RECINOS SARCENO,DELMY ASTRID MENDEZ POLANCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0361-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EVANGLICO DE EDUCACIN INTEGRAL ELIM,4TA. CALLE 2-05 ZONA 3,['472314790'],REMBERTO RECINOS SARCENO,MIRNA ARACELY CONTRERAS ARANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0363-46,22-037,JUTIAPA,JUTIAPA,COLEGIO EVANGLICO DE EDUCACIN INTEGRAL ELIM,4TA. CALLE 2-05 ZONA 3,['472314790'],SANDRA NINNETH BONILLA ARCHILA,YERLIN INDIRA MARTINEZ LORENZANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0368-46,22-003,JUTIAPA,JUTIAPA,LICEO TECNOLGICO BILINGE GNESIS,"7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARRON",['784461780'],REMBERTO RECINOS SARCENO,SANDRA DAMIRA LOPEZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0370-46,22-003,JUTIAPA,JUTIAPA,LICEO TECNOLGICO BILINGE GNESIS,"7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3, BARRIO EL CHAPARON",['784461780'],REMBERTO RECINOS SARCENO,ALBA YESENIA ALARCON HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0372-46,22-003,JUTIAPA,JUTIAPA,COLEGIO GENIUS AMERICANO,CARRETERA INTERAMERICANA KILOMETRO 114.5 ALDEA CERRO GORDO,['782860000'],REMBERTO RECINOS SARCENO,HELEANA MARIA GARCIA CARRILLO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0373-46,22-013,JUTIAPA,JUTIAPA,COLEGIO LICEO CIENTFICO DE ORIENTE,12 AVENIDA 06-017 ZONA 1 CALLE AL COMPLEJO,['594937310'],RONY ESMELTZER RAMOS QUINONEZ,DULCE MARIA VASQUEZ GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0374-46,22-013,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA INED 2 DE JUNIO,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",['500450220'],RONY ESMELTZER RAMOS QUINONEZ,SINDY YAMILETH GIRON RAMIREZ,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0375-46,22-013,JUTIAPA,JUTIAPA,INSTITUTO NACIONAL DE EDUCACIN DIVERSIFICADA INED 2 DE JUNIO,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",['304651710'],RONY ESMELTZER RAMOS QUINONEZ,KIMBERLY EUNICE RAMIREZ ESTEBAN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0376-46,22-038,JUTIAPA,JUTIAPA,PROGRAMA NACIONAL DE EDUCACIN ALTERNATIVA -PRONEA-,COMPLEJO EDUCATIVO BARRIO EL CONDOR,['779081000'],MYNOR YOBANY MERLOS FLORIAN,MYNOR YOBANY MERLOS FLORIAN,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JUTIAPA
22-01-0381-46,22-003,JUTIAPA,JUTIAPA,CENTRO DE INTEGRACIN DE TCNICAS EDUCATIVAS -CITE-,CARRETERA INTERAMERICACANA P6 ZONA 4,['233997600'],REMBERTO RECINOS SARCENO,KARLA VANESA HERNANDEZ VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA
22-01-0382-46,22-037,JUTIAPA,JUTIAPA,CENTRO DE INTEGRACIN DE TCNICAS EDUCATIVAS -CITE-,CARRETERA INTERAMERICACANA P6 ZONA 4,['233990920'],SANDRA NINNETH BONILLA ARCHILA,SILVIA EUGENIA CASTRO CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA
22-01-0386-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO PROFESIONAL JAHER,4TA. CALLE 2-11 ZONA 3,['779687700'],REMBERTO RECINOS SARCENO,YOLANDA DE JESUS RODRIGUEZ DE LEON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,VIRTUAL A DISTANCIA,JUTIAPA
22-01-0387-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO PROFESIONAL JAHER,4TA. CALLE 2-11 ZONA 3,['779687700'],REMBERTO RECINOS SARCENO,YOLANDA DE JESUS RODRIGUEZ DE LEON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,JUTIAPA
22-01-0388-46,22-003,JUTIAPA,JUTIAPA,LICEO EDUCATIVO INNOVADOR LEISAR,7A. AV. 5-25 ZONA 3,['784410310'],REMBERTO RECINOS SARCENO,KARLA YESENIA FLORES LOPEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0389-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TCNICO DE CAPACITACIN Y PRODUCTIVIDAD -INTECAP-,KILOMETRO 110.4 CA-1 ALDEA AMAYITO,['779373000'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MARINA GONZALEZ FLORES,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-0390-46,22-030,JUTIAPA,JUTIAPA,CENTRO DE EDUCACIN EXTRAESCOLAR -CEEX- DEPARTAMENTAL,"COMPLEJO EDUCATIVO, BARRIO EL CONDOR",['779081000'],MYNOR YOBANY MERLOS FLORIAN,REYNA AMARILIS BARRERA ALAY,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,JUTIAPA
22-01-0394-46,22-003,JUTIAPA,JUTIAPA,LICEO BETHEL,RUTA 23 ALDEA JÍCARO GRANDE,['416079220'],REMBERTO RECINOS SARCENO,DEYSI SINDY FLORIAN CARDONA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0396-46,22-003,JUTIAPA,JUTIAPA,COLEGIO NUEVOS HORIZONTES,"CASERIO VILLA HERMOSA, CANTÓN POTRERO GRANDE",['404447350'],REMBERTO RECINOS SARCENO,ESTRELLITA NORICELDA RAMIREZ CABRERA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0401-46,22-003,JUTIAPA,JUTIAPA,LICEO TECNOLGICO BILINGE GNESIS,7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3,['784461780'],REMBERTO RECINOS SARCENO,SANDRA DAMIRA LOPEZ RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0402-46,22-001,JUTIAPA,JUTIAPA,COLEGIO CATLICO SAN FRANCISCO,2DA. CALLE 5-98 ZONA 3,['772537610'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,JOSUE DANIEL RAMIREZ LUX,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0404-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR INTEGRAL EVOLUCIN,"LOTE 4, SECTOR E. RESIDENCIALES MARÍA EUGENIA",['310034140'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,MIGUEL ANGEL MARTINEZ DE LA VEGA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0406-46,22-003,JUTIAPA,JUTIAPA,LICEO EDUCATIVO INNOVADOR LEISAR,"7A. AVE. 5-24, BARRIO EL CHAPARRÓN",['784410310'],REMBERTO RECINOS SARCENO,REGNIER ANTONIO VELASQUEZ DONIS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0408-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE ORIENTE -IMPO-,5A. AVE. 7-35 ZONA 1,['784415300'],REMBERTO RECINOS SARCENO,JORGE MARIO AGUILAR RETANA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0410-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TCNICO PARTICULAR DE DIVERSIFICADO INTECPADI,5TA. CALLE 5-43 ZONA 1,['784403790'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0412-46,22-003,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACIN -ECCO-,KM. 116-5 CARRETERA INTERAMERICANA,['784402280'],REMBERTO RECINOS SARCENO,RODABEL RIOS CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0414-46,22-003,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO EBEN EZER,7A. CALLE Y 8A. AVENIDA 7-49 ZONA 3,['569310650'],REMBERTO RECINOS SARCENO,CESAR GEOVANNI RAMOS RAMIREZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,JUTIAPA
22-01-0420-46,22-001,JUTIAPA,JUTIAPA,LICEO BILINGE INTERAMERICANO JUTIAPA,BARRIO INTERAMERICANO 4-01,['78440070'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,HILCIA ASUCENA ORTEGA ZUNIGA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0421-46,22-001,JUTIAPA,JUTIAPA,LICEO BILINGE INTERAMERICANO JUTIAPA,BARRIO INTERAMERICANO 4-01,['78440070'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,HEBERTO ANIBAL CORADO QUINONEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0422-46,22-001,JUTIAPA,JUTIAPA,LICEO BILINGE INTERAMERICANO JUTIAPA,BARRIO INTERAMERICANO 4-01,['784400740'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,HEBERTO ANIBAL CORADO QUINONEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0424-46,22-013,JUTIAPA,JUTIAPA,LICEO ORIENTAL,"KILOMETRO 116 CARRETERA INTERAMERICANA, ALDEA CERRO GORDO",['304230630'],RONY ESMELTZER RAMOS QUINONEZ,OLIN ROSALINA GUDIEL GRIJALVA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0426-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EL BOSQUE,ALDEA EL CHILTEPE,['596099090'],REMBERTO RECINOS SARCENO,INGRID CAROL JUAREZ DOMINGUEZ,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0429-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EVANGLICO DE EDUCACIN INTEGRAL ELIM,4A. CALLE 2-05 ZONA 3,['772729660'],REMBERTO RECINOS SARCENO,YOLANDA DE JESUS RODRIGUEZ DE LEON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0433-46,22-003,JUTIAPA,JUTIAPA,CENTRO DE INTEGRACIN DE TCNICAS EDUCATIVAS -CITE-,"CARRETERA INTERAMERICANA P6, ZONA 4",['772528870'],REMBERTO RECINOS SARCENO,KARLA VANESA HERNANDEZ VILLATORO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,A DISTANCIA,JUTIAPA
22-01-0435-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO TECNOLGICO DE COMPUTACIN DE ORIENTE,"8A. CALLE 4-42 ZONA 1, BARRIO LATINO",['582480450'],REMBERTO RECINOS SARCENO,JONATHAN GABRIEL AZMITIA GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-0436-46,22-003,JUTIAPA,JUTIAPA,LICEO BETHEL,ALDEA JICARO GRANDE,['416079220'],REMBERTO RECINOS SARCENO,DEYSI SINDY FLORIAN CARDONA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0441-46,22-001,JUTIAPA,JUTIAPA,COLEGIO MIXTO BILINGE SANTA FE,2A. AV. 4-28 ZONA 1,['591945320'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,DELMY CAROLINA SANDOVAL MEDINA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0442-46,22-001,JUTIAPA,JUTIAPA,COLEGIO MIXTO BILINGE SANTA FE,2A. AV. 4-28 ZONA 1,['591945320'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,DELMY CAROLINA SANDOVAL MEDINA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SINJORNADA,SEMIPRESENCIAL,JUTIAPA
22-01-0449-46,22-001,JUTIAPA,JUTIAPA,COLEGIO MIXTO BILINGE SANTA FE,2DA. AVENIDA 4-28 ZONA 1 A UN COSTADO DEL MINISTERIO PUBLICO,['793440010'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,ANGEL ELEAZAR VEGA ALAY,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0605-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO -INTECPADI-,5TA. CALLE 5-43 ZONA 1,['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0620-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO INDUSTRIAL DE ORIENTE,"KILOMETRO 115.5 CARRETERA INTERAMERICANA, ALDEA CERRO GORDO",['772529930'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,LESLY KARINA GOMEZ GARCIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-0621-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO TECNOLOGICO DE COMPUTACION DE ORIENTE,"8VA. CALLE 4-42 ZONA 1, BARRIO LATINO",['582480450'],REMBERTO RECINOS SARCENO,JONATHAN GABRIEL AZMITIA GONZALEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-0627-46,22-001,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO SAN MIGUEL,2A. CALLE 5-98 ZONA 3,['772705080'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,TANIA BEATRIZ LOPEZ RIVERA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0664-46,22-003,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,['784402280'],REMBERTO RECINOS SARCENO,RODABEL RIOS CASTILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-0666-46,22-003,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,['784402280'],REMBERTO RECINOS SARCENO,EMILSA LILIANA PAIZ VILLANUEVA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
22-01-0734-46,22-003,JUTIAPA,JUTIAPA,ESCUELA EN CIENCIAS DE LA COMUNICACION ECCO,KM. 116.5,['784402280'],REMBERTO RECINOS SARCENO,NANCY PAOLA MARTINEZ MEDRANO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO,JUTIAPA
22-01-1608-46,22-003,JUTIAPA,JUTIAPA,INSTITUTO PARTICULAR MIXTO SUPERACION,5A. AV. 7-35 ZONA 1,['784415300'],REMBERTO RECINOS SARCENO,DELMY ASTRID MENDEZ POLANCO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-1611-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO INTECPADI,5A. CALLE 5-43 ZONA 1,['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,JUTIAPA
22-01-2002-46,22-003,JUTIAPA,JUTIAPA,LICEO PREUNIVERSITARIO,KILOMETRO 111 CARRETERA INTERAMERICANA,['782325240'],REMBERTO RECINOS SARCENO,NANCY PAOLA ZEPEDA SANTOS,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-2071-46,22-001,JUTIAPA,JUTIAPA,ESCUELA NORMAL DE EDUCACION FISICA,"8ª. CALLE ZONA 1, BARRIO LATINO",['784401560'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,JAVIER SHMELIN HERNANDEZ ESTRADA,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-2196-46,22-001,JUTIAPA,JUTIAPA,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO INTECPADI,5TA. CALLE 5-43 ZONA 1,['784422960'],CECILIA ISABEL ALDECOA CASASOLA DE CASTRO,RONI ERNESTO RECINOS ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO,JUTIAPA
22-01-2431-46,22-037,JUTIAPA,JUTIAPA,COLEGIO PARTICULAR MIXTO EBEN EZER,ENTRADA AL COMPLEJO EDUCATIVO 0-16 ZONA 3,['340850460'],SANDRA NINNETH BONILLA ARCHILA,FIBI JUDITH LEMUS HERNANDEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO,JUTIAPA
22-01-2493-46,22-003,JUTIAPA,JUTIAPA,COLEGIO EVANGELICO VIDA NUEVA,COMPLEJO EDUCATIVO 0-16 ZONA 3 BARRIO EL CONDOR,['784419070'],REMBERTO RECINOS SARCENO,ESLY OLIMPIA VEGA CANUZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO,JUTIAPA
